qid1,qid2,label,wid1,cid1,wid2,cid2
S130698,S118861,1,W109077 W100091 W100298 W105842 W105754 W106124 W105999 W105565 W106503,C101806 C100332 C100964 C101021 C100964 C102296 C101802 C101265 C100339 C102226 C101205 C100747 C101816 C102239,W106124 W102559 W104416 W102193 W104454,C101802 C101265 C100339 C101446 C101953 C101350 C102226 C101205 C100993 C100491
S130698,S113854,0,W109077 W100091 W100298 W105842 W105754 W106124 W105999 W105565 W106503,C101806 C100332 C100964 C101021 C100964 C102296 C101802 C101265 C100339 C102226 C101205 C100747 C101816 C102239,W109077 W100091 W100703 W106124 W100962 W105637,C101806 C100332 C100271 C101816 C101802 C101265 C100339 C102226 C100381 C100882 C100083
S103248,S116631,0,W104291 W106152 W102857 W107395 W106264 W104416,C100928 C100678 C102080 C101008 C102208 C100882 C100800 C102221 C101350,W107518 W102193 W105637 W106264 W104416,C100489 C100659 C102226 C100882 C100083 C100800 C102221 C101350
S101729,S116631,1,W106264 W101644 W102193 W108145 W104416,C100800 C102221 C100955 C101340 C102226 C102018 C100083 C101350,W107518 W102193 W105637 W106264 W104416,C100489 C100659 C102226 C100882 C100083 C100800 C102221 C101350
S112632,S123948,1,W103113 W105029 W104121,C101295 C100797 C100262 C102226 C100882 C100233 C101318,W106479 W106245 W103163 W105604 W103113 W105754 W103113 W105029 W104416,C102139 C102002 C100477 C100439 C101867 C102153 C101295 C100797 C100262 C102296 C101295 C100797 C100262 C102226 C100882 C100233 C101350
S107924,S105837,0,W100914 W105043 W100773 W102681 W103802 W109189 W104740,C100376 C101061 C101618 C101061 C100291 C101529 C100393 C101061 C100012 C100376 C100662 C101522 C101075 C100376 C101642 C101318 C100887,W100914 W102600 W104753 W108588 W106031 W102733 W104740,C100376 C101061 C101618 C100376 C101061 C100012 C102216 C101202 C100026 C101198 C100376 C100290 C102118 C100376 C101061 C100291 C101642 C101318 C100887
S107924,S102504,1,W100914 W105043 W100773 W102681 W103802 W109189 W104740,C100376 C101061 C101618 C101061 C100291 C101529 C100393 C101061 C100012 C100376 C100662 C101522 C101075 C100376 C101642 C101318 C100887,W102681 W103802 W109189 W108109 W102174 W101478 W100806 W102493,C101061 C100012 C100376 C100662 C101522 C101075 C100376 C101295 C100409 C101324 C100233 C101613 C101164 C101318 C100087
S118936,S124885,1,W100914 W105739 W100323 W102433 W102193 W101396 W102330 W104416 W102330 W108280 W100806,C100376 C101061 C101618 C101608 C101295 C100114 C101263 C100637 C102226 C101705 C100555 C100612 C101350 C100555 C100612 C100586 C101164 C101318,W104382 W107660 W102282 W101396 W102330,C101295 C100322 C101039 C100036 C100114 C100637 C101585 C100381 C101705 C100555 C100612
S104898,S112089,0,W103613 W100100 W105265 W105754 W106124 W103734 W105739 W103546 W104806 W106503,C101859 C101970 C100639 C100271 C100637 C102296 C101802 C101265 C100339 C100148 C101608 C101295 C100114 C101642 C101318 C100882 C100915 C102239,W101301 W101396 W100806 W101273 W108940 W101351,C100339 C101021 C100964 C101705 C101164 C101318 C100473 C100087 C100060 C101925 C100233
S114252,S112089,1,W101301 W101396 W100806 W101273 W101351 W106503,C100339 C101021 C100964 C101705 C101164 C101318 C100473 C100087 C100233 C102239,W101301 W101396 W100806 W101273 W108940 W101351,C100339 C101021 C100964 C101705 C101164 C101318 C100473 C100087 C100060 C101925 C100233
S104898,S113401,0,W103613 W100100 W105265 W105754 W106124 W103734 W105739 W103546 W104806 W106503,C101859 C101970 C100639 C100271 C100637 C102296 C101802 C101265 C100339 C100148 C101608 C101295 C100114 C101642 C101318 C100882 C100915 C102239,W104783 W100100 W105265 W106124 W103546 W104806 W106503,C100454 C100845 C100639 C100271 C100637 C101802 C101265 C100339 C101642 C101318 C100882 C100915 C102239
S105850,S110499,0,W102193 W106652 W104192 W100806 W105604 W105739 W104416,C102226 C101511 C100973 C100521 C101005 C101164 C101318 C102153 C101608 C101295 C100114 C101350,W100806 W105604 W107356 W103415 W105739,C101164 C101318 C102153 C101912 C101854 C101740 C101608 C101295 C100114
S104830,S110499,1,W103245 W105604 W105739 W100323 W106122 W104416,C101912 C101854 C100337 C101295 C100797 C100262 C102153 C101608 C101295 C100114 C101263 C102174 C101661 C101350,W100806 W105604 W107356 W103415 W105739,C101164 C101318 C102153 C101912 C101854 C101740 C101608 C101295 C100114
S111645,S113542,0,W108927 W103309 W100652 W103768 W104781 W105505 W105691 W105401,C100526 C101175 C101231 C101970 C100779 C101061 C101782 C101703 C101902 C102226 C101324 C102226 C100779 C101567,W109012 W101964 W100734 W100323 W102219 W106357 W108280 W109120,C100800 C102221 C100480 C101629 C101615 C100393 C102059 C101263 C100691 C100743 C102147 C100557 C100586 C100541 C100096
S111645,S123849,0,W108927 W103309 W100652 W103768 W104781 W105505 W105691 W105401,C100526 C101175 C101231 C101970 C100779 C101061 C101782 C101703 C101902 C102226 C101324 C102226 C100779 C101567,W103163 W107314 W101341 W102193 W105691 W105401 W106320,C101867 C102174 C100890 C100800 C102221 C100170 C102242 C100646 C102226 C101324 C102226 C100779 C101567 C100589
S133835,S131046,1,W101851 W109194 W104761 W107998 W105943 W103123 W104416 W106503 W109079 W102908 W106503,C101303 C101505 C100291 C101643 C100114 C100766 C101399 C100652 C101387 C100396 C101436 C100112 C101303 C101505 C101350 C102239 C101981 C101176 C101357 C100882 C102239,W103343 W103814 W105043 W104740,C101303 C101505 C101340 C100291 C101643 C100114 C100502 C101807 C101061 C100291 C101642 C101318 C100887
S133835,S114850,0,W101851 W109194 W104761 W107998 W105943 W103123 W104416 W106503 W109079 W102908 W106503,C101303 C101505 C100291 C101643 C100114 C100766 C101399 C100652 C101387 C100396 C101436 C100112 C101303 C101505 C101350 C102239 C101981 C101176 C101357 C100882 C102239,W109461 W102193 W108705 W104416 W106503 W109079 W103948 W104806 W106503 W107495 W101824,C100291 C101643 C100114 C100290 C100114 C102226 C100993 C100589 C102208 C101350 C102239 C101981 C101176 C101357 C100882 C100915 C102239 C100993 C101330 C101450
S113795,S124736,1,W107170 W108376 W106368 W100323 W104416 W106503,C100291 C101643 C100114 C101585 C101200 C100572 C100882 C101263 C101350 C102239,W107170 W108553 W102193 W105691 W106368 W104121,C100291 C101643 C100114 C100480 C101629 C102226 C101324 C102226 C100572 C100882 C101318
S106111,S116123,1,W108720 W102020 W105754 W108581 W101396 W100806 W102493 W106313 W100497,C100952 C100337 C100291 C101643 C100114 C100637 C100855 C102296 C100919 C101981 C101705 C101164 C101318 C100087 C100398 C102044 C101613 C100170,W104806 W107170 W101137 W109120 W102493 W106313 W100497 W106503,C100882 C100915 C100291 C101643 C100114 C101628 C101613 C100541 C100096 C100087 C100398 C102044 C101613 C100170 C102239
S101651,S102940,1,W109413 W108280 W109120 W102841,C101802 C102058 C100800 C102221 C100586 C100541 C100096 C102147 C101609,W109012 W108280 W109120 W102830 W102841,C100800 C102221 C100480 C101629 C100586 C100541 C100096 C102080 C100906 C102147 C101609
S102243,S125959,0,W100705 W105754 W104096 W108598 W104222 W108643 W105754 W105604 W106264 W104416,C100800 C100337 C102221 C102118 C101445 C100895 C100889 C100394 C102296 C100368 C101295 C100889 C100394 C100227 C100646 C102058 C102296 C102153 C100800 C102221 C101350,W106264 W107254 W102398 W103527 W105867 W106462 W108643 W102535 W105754 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100778 C101606 C100196 C100091 C100984 C100293 C101568 C100646 C102058 C101271 C102296 C102153 C101164 C101318 C102210 C101353
S127752,S128778,0,W107170 W101580 W103546 W105355,C100291 C101643 C100114 C101649 C101321 C101642 C101318 C101924 C101073,W107170 W106399 W103546 W107395,C100291 C101643 C100114 C101327 C101461 C101642 C101318 C100882
S134244,S117278,1,W105865 W108463 W102193 W101396 W104416,C100801 C101991 C100291 C100291 C101643 C100114 C100637 C102226 C101705 C101350,W107170 W109650 W108376 W101396 W104416,C100291 C101643 C100114 C101216 C100291 C101075 C101585 C101200 C101705 C101350
S128717,S132958,1,W103163 W105604 W100576 W105754 W108376 W106149 W100069 W109154 W107959 W104416 W103734,C101867 C102153 C100800 C102221 C100114 C100590 C100995 C102116 C101629 C102296 C101585 C101200 C100887 C100041 C100609 C101889 C100167 C100712 C100099 C101596 C101031 C101513 C101350 C100148,W103163 W108280 W106264 W100497 W103066 W105754 W108646 W100773 W108376 W106149 W100069 W104416 W107332,C101867 C100586 C100800 C102221 C100170 C100389 C100646 C102296 C102221 C100029 C102226 C101529 C100393 C101585 C101200 C100887 C100041 C100609 C101889 C101350 C101330 C101330
S111609,S111376,0,W100914 W105373 W101447 W100810 W103163 W100323 W108484 W104416,C100376 C101061 C101618 C101833 C101466 C101234 C101871 C101867 C101263 C100527 C100678 C101350,W100914 W104768 W104416,C100376 C101061 C101618 C101234 C101861 C101350
S129105,S118025,1,W106264 W107254 W102009 W108328 W106522 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100778 C100732 C100205 C100962 C101135 C100646 C102058 C102153 C101164 C101318 C102210 C101353,W102432 W107254 W108643 W105604 W103202 W105754 W103948 W104806,C100800 C102221 C100114 C100590 C101445 C100895 C100889 C100778 C100646 C102058 C102153 C101642 C101318 C100468 C100712 C102296 C101176 C101357 C100882 C100915
S129105,S117889,0,W106264 W107254 W102009 W108328 W106522 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100778 C100732 C100205 C100962 C101135 C100646 C102058 C102153 C101164 C101318 C102210 C101353,W106264 W107537 W106522 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100394 C101135 C100646 C102058 C102153 C101164 C101318 C102210 C101353
S129105,S132934,1,W106264 W107254 W102009 W108328 W106522 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100778 C100732 C100205 C100962 C101135 C100646 C102058 C102153 C101164 C101318 C102210 C101353,W106264 W107254 W103770 W108643 W105754 W105513 W106357 W105604 W106425 W105754 W108391,C100800 C102221 C101445 C100895 C100889 C100778 C100137 C100119 C100646 C102058 C102296 C100771 C101153 C100557 C102153 C101834 C102058 C102296 C102139
S113559,S132934,1,W106264 W107254 W103825 W103877 W104786 W102700 W105604 W106425 W104364 W108643,C100800 C102221 C101445 C100895 C100889 C100778 C101794 C100731 C100845 C102207 C101071 C102207 C100629 C102247 C101842 C102153 C101834 C102058 C101277 C102153 C100646 C102058,W106264 W107254 W103770 W108643 W105754 W105513 W106357 W105604 W106425 W105754 W108391,C100800 C102221 C101445 C100895 C100889 C100778 C100137 C100119 C100646 C102058 C102296 C100771 C101153 C100557 C102153 C101834 C102058 C102296 C102139
S101221,S120185,1,W102432 W106357 W108280 W109120 W109640 W107646 W100829 W100323,C100800 C102221 C100114 C100590 C100557 C100586 C100541 C100096 C100413 C100245 C101394 C101031 C101234 C100296 C101263,W106264 W105604 W102468 W100806 W100829,C100800 C102221 C102153 C101016 C101198 C101164 C101318 C101234 C100296
S101221,S126042,0,W102432 W106357 W108280 W109120 W109640 W107646 W100829 W100323,C100800 C102221 C100114 C100590 C100557 C100586 C100541 C100096 C100413 C100245 C101394 C101031 C101234 C100296 C101263,W101341 W105754 W101186 W104768 W104121 W104717,C100800 C102221 C100170 C102242 C100646 C102296 C101101 C101808 C101234 C101861 C101318 C101559
S116046,S126042,1,W103966 W101186 W105373 W100782 W104768 W106264 W109203,C101479 C100611 C100790 C100369 C101101 C101808 C101833 C101324 C101833 C101234 C101861 C100800 C102221 C102131,W101341 W105754 W101186 W104768 W104121 W104717,C100800 C102221 C100170 C102242 C100646 C102296 C101101 C101808 C101234 C101861 C101318 C101559
S122809,S118773,1,W103285 W109194 W104309 W101686,C100800 C102221 C101425 C100379 C100118 C100812 C101736 C100766 C101399 C100993 C101719 C101562 C102174 C101843,W105113 W103336 W104309,C101661 C101897 C100800 C102221 C100379 C100463 C100993 C101719 C101562
S124673,S110523,0,W107154 W100899 W107697 W102627 W105754 W108661 W100690 W105968 W100286 W106816 W100717 W106268 W100053 W105754 W108171 W108201 W104416,C101615 C100020 C100747 C100540 C100731 C101061 C101618 C102296 C100743 C100266 C100376 C101618 C101574 C100652 C100845 C100003 C101618 C101574 C100845 C100845 C100691 C101036 C100586 C101295 C100322 C100438 C101061 C102296 C100269 C100586 C100305 C100067 C101350,W100914 W100717 W100053 W102193 W101396 W107938 W104416,C100376 C101061 C101618 C100691 C101295 C100322 C100438 C101061 C102226 C101705 C100192 C100916 C101350
S107124,S110515,1,W106184 W103546 W104806 W101351,C102125 C101039 C100036 C101642 C101318 C100882 C100915 C100233,W108524 W105754 W100914 W106315 W100323 W103392 W106184 W103546 W104806 W107948 W105533,C102139 C101317 C102296 C100376 C101061 C101618 C101975 C100777 C101263 C101579 C102058 C102125 C101039 C100036 C101642 C101318 C100882 C100915 C102163 C101432
S130381,S110515,0,W108594 W100323 W106177 W104806,C102125 C101985 C101061 C101263 C100473 C102139 C100882 C100915,W108524 W105754 W100914 W106315 W100323 W103392 W106184 W103546 W104806 W107948 W105533,C102139 C101317 C102296 C100376 C101061 C101618 C101975 C100777 C101263 C101579 C102058 C102125 C101039 C100036 C101642 C101318 C100882 C100915 C102163 C101432
S121240,S118540,0,W105652 W109533 W109453 W106340 W107336 W103734 W100914 W100323 W102433 W100323 W101214 W108280 W100587 W104416 W106503 W108222 W109453 W108806 W102193 W107655 W102305 W105652 W104416 W106503,C102058 C101317 C101205 C100340 C100480 C100586 C101100 C101174 C101870 C100626 C102170 C101782 C100148 C100376 C101061 C101618 C101263 C100637 C101263 C100204 C100394 C100586 C101343 C101549 C101350 C102239 C100271 C101863 C100480 C100586 C101561 C100114 C102226 C100680 C100393 C101198 C102058 C101317 C101205 C101350 C102239,W102089 W100914 W107660 W104325 W107134 W100587 W109500 W104416,C100526 C102058 C100376 C101061 C101618 C100114 C100637 C101628 C100087 C101340 C100640 C101343 C101549 C101317 C100783 C101350
S101109,S118540,0,W102817 W100914 W108553 W102193 W104604 W104416,C102244 C100269 C100376 C101061 C101618 C100480 C101629 C102226 C101705 C102070 C101367 C101350,W102089 W100914 W107660 W104325 W107134 W100587 W109500 W104416,C100526 C102058 C100376 C101061 C101618 C100114 C100637 C101628 C100087 C101340 C100640 C101343 C101549 C101317 C100783 C101350
S121240,S110312,1,W105652 W109533 W109453 W106340 W107336 W103734 W100914 W100323 W102433 W100323 W101214 W108280 W100587 W104416 W106503 W108222 W109453 W108806 W102193 W107655 W102305 W105652 W104416 W106503,C102058 C101317 C101205 C100340 C100480 C100586 C101100 C101174 C101870 C100626 C102170 C101782 C100148 C100376 C101061 C101618 C101263 C100637 C101263 C100204 C100394 C100586 C101343 C101549 C101350 C102239 C100271 C101863 C100480 C100586 C101561 C100114 C102226 C100680 C100393 C101198 C102058 C101317 C101205 C101350 C102239,W100914 W109533 W102305 W105652 W108280 W100806 W100587,C100376 C101061 C101618 C100340 C101198 C102058 C101317 C101205 C100586 C101164 C101318 C101343 C101549
S111665,S110312,0,W100914 W109533 W109592 W108280 W100806 W109083,C100376 C101061 C101618 C100340 C100534 C101023 C100586 C101164 C101318 C101553 C100613,W100914 W109533 W102305 W105652 W108280 W100806 W100587,C100376 C101061 C101618 C100340 C101198 C102058 C101317 C101205 C100586 C101164 C101318 C101343 C101549
S123804,S118968,1,W101396 W101465 W101441 W109077 W107170 W104416,C101705 C101006 C101967 C100066 C101888 C101806 C100291 C101643 C100114 C101350,W100806 W102433 W101441 W105268 W107170,C101164 C101318 C100637 C100066 C101888 C100480 C100291 C101643 C100114
S130407,S104208,1,W105754 W108280 W101069 W103088 W107314 W107298 W106615 W105739 W100323 W105384,C102296 C100586 C100900 C100269 C102174 C100890 C101295 C100409 C100114 C101020 C101608 C101295 C100114 C101263 C101458 C101864,W107298 W100971 W105739 W100323 W105384,C101295 C100409 C100114 C100252 C101608 C101295 C100114 C101263 C101458 C101864
S118637,S119404,1,W100914 W102193 W107705 W104416 W106503,C100376 C101061 C101618 C102226 C101422 C100090 C101312 C101350 C102239,W101206 W103163 W101181 W108474 W100914 W108376 W107705 W104416 W101160 W101478 W109128 W105625 W106889 W103261 W108376 W107498 W103598 W104416 W106503,C101786 C100233 C101867 C100472 C101369 C101321 C100595 C101078 C100376 C101061 C101618 C101585 C101200 C101422 C100090 C101312 C101350 C102174 C101558 C101613 C100087 C100223 C101739 C101178 C100266 C101649 C100060 C101925 C101335 C101794 C101585 C101200 C100313 C100090 C101312 C101350 C102239
S129882,S119244,1,W105204 W100291 W103336 W106798 W108212 W109509 W108376 W106320 W103823 W104416,C101541 C100537 C100800 C102221 C100379 C100463 C102242 C100898 C101807 C100743 C100633 C101585 C101200 C100589 C100889 C100114 C100590 C101479 C101628 C100752 C101350,W108484 W109498 W103336 W109509 W102175 W103895 W108376 W103475 W104416,C100527 C100678 C101101 C101661 C100800 C102221 C100379 C100463 C100743 C100633 C100652 C100454 C102106 C101585 C101200 C100760 C100633 C100087 C101350
S109491,S107689,0,W106841 W104735 W108581 W107335 W100806 W104200,C100473 C102052 C100988 C100964 C100919 C101981 C101803 C101164 C101318 C100832,W107858 W108354 W106184 W105754 W107095 W103502 W105604 W100806 W107835 W106503,C101828 C100844 C102012 C101696 C100702 C101458 C102125 C101039 C100036 C102296 C102125 C100438 C101061 C100386 C102153 C101164 C101318 C102210 C101353 C102239
S123285,S125705,0,W100914 W105717 W108594 W109079 W103546 W104806 W106503,C100376 C101061 C101618 C101975 C100743 C102125 C101985 C101061 C101981 C101642 C101318 C100882 C100915 C102239,W100914 W106315 W100323 W106184 W109079 W103546 W104806,C100376 C101061 C101618 C101975 C100777 C101263 C102125 C101039 C100036 C101981 C101642 C101318 C100882 C100915
S130460,S125705,1,W100914 W106315 W107878 W109026 W103546 W106368 W106503,C100376 C101061 C101618 C101975 C100777 C102125 C101061 C100064 C100114 C101642 C101318 C100572 C100882 C102239,W100914 W106315 W100323 W106184 W109079 W103546 W104806,C100376 C101061 C101618 C101975 C100777 C101263 C102125 C101039 C100036 C101981 C101642 C101318 C100882 C100915
S123285,S120385,0,W100914 W105717 W108594 W109079 W103546 W104806 W106503,C100376 C101061 C101618 C101975 C100743 C102125 C101985 C101061 C101981 C101642 C101318 C100882 C100915 C102239,W107878 W101396 W100806 W102493 W108376 W100517 W104523,C102125 C101061 C100064 C101705 C101164 C101318 C100087 C101585 C101200 C101351 C101192 C100743
S123285,S120225,1,W100914 W105717 W108594 W109079 W103546 W104806 W106503,C100376 C101061 C101618 C101975 C100743 C102125 C101985 C101061 C101981 C101642 C101318 C100882 C100915 C102239,W109623 W100100 W100914 W106315 W100323 W108594 W107980 W103934 W105604 W104385 W104740,C101071 C101859 C100639 C100376 C101061 C101618 C101975 C100777 C101263 C102125 C101985 C101061 C102281 C100271 C102153 C101780 C101642 C101318 C100887
S111246,S121984,0,W103526 W101331 W104975,C101643 C100291 C100477 C101370 C101917 C101496,W108463 W107699 W104975,C100291 C101643 C100114 C100637 C101865 C101061 C100291 C101917 C101496
S132838,S121984,1,W107170 W108553 W105043 W108026 W108581 W104740,C100291 C101643 C100114 C100480 C101629 C101061 C100291 C100003 C100919 C101981 C101642 C101318 C100887,W108463 W107699 W104975,C100291 C101643 C100114 C100637 C101865 C101061 C100291 C101917 C101496
S111246,S107072,1,W103526 W101331 W104975,C101643 C100291 C100477 C101370 C101917 C101496,W103948 W101786 W103526 W106503,C101176 C101357 C101370 C101794 C101643 C100291 C102239
S100959,S108780,1,W106320 W101208 W109212 W107277 W101396 W101741 W100091 W105373 W109077 W107170 W104416,C100589 C100382 C101041 C100716 C100291 C101705 C100993 C100332 C101833 C101806 C100291 C101643 C100114 C101350,W101396 W105481 W106300 W107170 W104416,C101705 C100993 C100291 C101833 C101806 C100291 C101643 C100114 C101350
S123300,S132644,0,W101206 W105754 W100914 W103187 W100799 W107134 W108376 W109592 W104416 W106503 W108280 W109533,C101786 C100233 C102296 C100376 C101061 C101618 C101649 C101705 C100087 C101340 C100640 C101585 C101200 C100534 C101023 C101350 C102239 C100586 C100340,W105268 W100914 W108376 W109592 W104416,C100480 C100376 C101061 C101618 C101585 C101200 C100534 C101023 C101350
S123300,S131084,1,W101206 W105754 W100914 W103187 W100799 W107134 W108376 W109592 W104416 W106503 W108280 W109533,C101786 C100233 C102296 C100376 C101061 C101618 C101649 C101705 C100087 C101340 C100640 C101585 C101200 C100534 C101023 C101350 C102239 C100586 C100340,W100914 W100799 W106889 W100773 W100962 W109592,C100376 C101061 C101618 C101705 C100087 C100266 C101649 C101529 C100393 C102226 C100381 C100534 C101023
S128921,S133574,0,W105043 W105130 W105604 W107359 W104416,C101061 C100291 C101859 C101043 C101231 C102153 C101231 C100337 C100291 C101643 C100114 C101350,W107359 W105566 W100435 W102436 W109489 W102619 W104947 W100486 W103546 W104806 W106503,C101231 C100337 C100291 C101643 C100114 C101231 C101071 C101543 C101968 C100731 C101736 C100812 C101736 C102207 C101859 C100818 C100282 C101984 C101469 C102241 C101642 C101318 C100882 C100915 C102239
S132952,S107288,1,W109536 W100100 W105754 W103702 W105754 W100002 W106264 W100968 W106881 W103242 W104262 W104416,C101574 C101071 C100639 C102296 C101086 C102296 C100179 C102154 C100800 C102221 C101635 C102226 C101613 C101848 C101848 C101594 C101380 C101350,W104262 W102850 W108376 W104806 W106264 W104416,C101848 C101594 C101380 C100496 C101263 C101585 C101200 C100882 C100915 C100800 C102221 C101350
S129691,S131298,1,W106264 W107537 W108643 W108376 W103706 W104416,C100800 C102221 C101445 C100895 C100889 C100394 C100646 C102058 C101585 C101200 C101439 C101061 C101350,W106264 W107254 W104222 W108643 W108376 W103706 W104416,C100800 C102221 C101445 C100895 C100889 C100778 C100227 C100646 C102058 C101585 C101200 C101439 C101061 C101350
S110967,S131580,1,W102817 W104801 W101182 W107170 W108376 W101396 W103054 W104416 W106503,C102244 C100269 C100944 C100196 C102041 C100114 C100637 C100586 C100291 C101643 C100114 C101585 C101200 C101705 C101109 C101966 C100012 C101350 C102239,W103163 W105604 W100420 W107170 W108553 W105754 W102817 W102193 W101396 W104195 W102422 W104416 W106503,C101867 C102153 C102174 C100474 C100291 C101643 C100114 C100480 C101629 C102296 C102244 C100269 C102226 C101705 C102104 C100555 C102264 C102026 C101350 C102239
S108148,S102199,0,W100914 W105373 W106315 W106330 W104416,C100376 C101061 C101618 C101833 C101975 C100777 C101017 C101111 C101061 C101350,W100914 W105373 W106315 W107734 W104416,C100376 C101061 C101618 C101833 C101975 C100777 C100156 C101527 C101350
S104013,S104108,0,W106264 W105204 W104262 W101304 W109509 W109089 W104740,C100800 C102221 C101541 C101848 C101594 C101380 C101985 C100266 C100743 C100633 C100266 C100963 C101642 C101318 C100887,W102836 W109194 W104806 W104416 W103546 W104806 W104456,C100800 C102221 C100995 C102116 C101629 C100766 C101399 C100882 C100915 C101350 C101642 C101318 C100882 C100915 C100479
S104013,S129700,0,W106264 W105204 W104262 W101304 W109509 W109089 W104740,C100800 C102221 C101541 C101848 C101594 C101380 C101985 C100266 C100743 C100633 C100266 C100963 C101642 C101318 C100887,W100971 W106264 W107660 W101956 W105430 W103221 W105373 W100782 W104768,C100252 C100800 C102221 C100114 C100637 C102174 C100777 C101705 C101302 C101187 C101685 C101833 C101324 C101833 C101234 C101861
S104013,S127608,1,W106264 W105204 W104262 W101304 W109509 W109089 W104740,C100800 C102221 C101541 C101848 C101594 C101380 C101985 C100266 C100743 C100633 C100266 C100963 C101642 C101318 C100887,W103163 W100323 W104995 W101108 W106615 W101726 W105754 W108029 W105204 W100091 W103336 W108212 W109509 W104740,C101867 C101263 C100903 C100903 C101859 C101020 C100006 C102296 C101902 C100898 C101541 C100332 C100800 C102221 C100379 C100463 C101807 C100743 C100633 C101642 C101318 C100887
S109375,S114788,0,W108463 W102193 W105691 W108280 W105652,C100291 C101643 C100114 C100637 C102226 C101324 C102226 C100586 C102058 C101317 C101205,W108463 W102193 W105691 W101396 W104797,C100291 C101643 C100114 C100637 C102226 C101324 C102226 C101705 C100801 C101991
S109304,S101624,1,W108463 W108376 W101396 W102329 W104416 W102398 W104040 W101858 W106462,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C102215 C101652 C101350 C101606 C100572 C100965 C100250 C101767 C100965 C101568,W107170 W108553 W102193 W101396 W104526 W104121,C100291 C101643 C100114 C100480 C101629 C102226 C101705 C101457 C101967 C101318
S115529,S101624,0,W107170 W108553 W104973 W102193 W101396 W100806 W107787,C100291 C101643 C100114 C100480 C101629 C101791 C100393 C102226 C101705 C101164 C101318 C102208 C101173,W107170 W108553 W102193 W101396 W104526 W104121,C100291 C101643 C100114 C100480 C101629 C102226 C101705 C101457 C101967 C101318
S100810,S104206,1,W106264 W108376 W105522 W106099 W104768 W104416,C100800 C102221 C101585 C101200 C100262 C101198 C100347 C100752 C101234 C101861 C101350,W107982 W106264 W107660 W100323 W106099 W107338 W105373 W107982 W102377 W104416,C100125 C100800 C102221 C100114 C100637 C101263 C100347 C100752 C102098 C101861 C101833 C100125 C100475 C101861 C101350
S108634,S118384,1,W103273 W106156 W102193 W106368 W104416,C101802 C102058 C101556 C101021 C102305 C102118 C100728 C102219 C102226 C100572 C100882 C101350,W103273 W100714 W101405 W108376 W107395 W101351 W106503,C101802 C102058 C101556 C101021 C102305 C102118 C101642 C100710 C102119 C101585 C101200 C100882 C100233 C102239
S123192,S129226,1,W107170 W107913 W105487 W106368,C100291 C101643 C100114 C102153 C100381 C101207 C101496 C100572 C100882,W102817 W107170 W107913 W108376 W103712 W106368,C102244 C100269 C100291 C101643 C100114 C102153 C100381 C101585 C101200 C100537 C101147 C100572 C100882
S106276,S118222,1,W108594 W107660 W100323 W104204 W104320 W106503,C102125 C101985 C101061 C100114 C100637 C101263 C101807 C101340 C100609 C101192 C100882 C100915 C102239,W108594 W104204 W108828 W104806,C102125 C101985 C101061 C101807 C101340 C102253 C101192 C100882 C100915
S127678,S118222,0,W107878 W106412 W104204 W104806,C102125 C101061 C100064 C101335 C101794 C101807 C101340 C100882 C100915,W108594 W104204 W108828 W104806,C102125 C101985 C101061 C101807 C101340 C102253 C101192 C100882 C100915
S127332,S114142,0,W102817 W103515 W105373 W105717 W100914 W104416,C102244 C100269 C100475 C101868 C101833 C101975 C100743 C100376 C101061 C101618 C101350,W102817 W100457 W100504 W105373 W105717 W100914 W104416,C102244 C100269 C100406 C102076 C100290 C101753 C100964 C101833 C101975 C100743 C100376 C101061 C101618 C101350
S104691,S114142,1,W106324 W100504 W105373 W100782 W106315 W100914,C100290 C101436 C100576 C100290 C101753 C100964 C101833 C101324 C101833 C101975 C100777 C100376 C101061 C101618,W102817 W100457 W100504 W105373 W105717 W100914 W104416,C102244 C100269 C100406 C102076 C100290 C101753 C100964 C101833 C101975 C100743 C100376 C101061 C101618 C101350
S119928,S103250,1,W100914 W105739 W108581 W103546 W104806,C100376 C101061 C101618 C101608 C101295 C100114 C100919 C101981 C101642 C101318 C100882 C100915,W105739 W103734 W100914 W103546 W104806,C101608 C101295 C100114 C100148 C100376 C101061 C101618 C101642 C101318 C100882 C100915
S119502,S120128,1,W103336 W104138 W103187 W103062,C100800 C102221 C100379 C100463 C101837 C100817 C101174 C100893 C101649 C100541,W103473 W103330 W103537 W108376 W105204 W103336 W102398 W109386,C100295 C100555 C102145 C101031 C101458 C100541 C101654 C101585 C101200 C101541 C100800 C102221 C100379 C100463 C101606 C102242 C101843
S112979,S120128,0,W106264 W105373 W102468 W106099 W100829 W104416 W102472 W104273 W108280 W109298,C100800 C102221 C101833 C101016 C101198 C100347 C100752 C101234 C100296 C101350 C101998 C101176 C101962 C101962 C100586 C100506 C102242 C100646,W103473 W103330 W103537 W108376 W105204 W103336 W102398 W109386,C100295 C100555 C102145 C101031 C101458 C100541 C101654 C101585 C101200 C101541 C100800 C102221 C100379 C100463 C101606 C102242 C101843
