qid1,qid2,label,wid1,cid1,wid2,cid2
S107696,S102441,1,W106264 W107254 W103825 W103312 W101188 W104888 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100778 C101794 C100731 C101543 C100564 C101452 C100951 C100282 C101782 C101347 C100652 C100652 C100652 C101387 C102153 C101164 C101318 C102210 C101353,W102432 W107254 W108370 W100323 W107970 W105604 W100806 W107835,C100800 C102221 C100114 C100590 C101445 C100895 C100889 C100778 C100807 C101263 C101585 C100408 C102153 C101164 C101318 C102210 C101353
S117663,S102441,0,W106264 W103830 W104918 W102179 W105604 W100806 W107835 W106539,C100800 C102221 C100368 C101470 C100114 C100590 C101387 C100652 C101387 C101574 C102153 C101164 C101318 C102210 C101353 C101436,W102432 W107254 W108370 W100323 W107970 W105604 W100806 W107835,C100800 C102221 C100114 C100590 C101445 C100895 C100889 C100778 C100807 C101263 C101585 C100408 C102153 C101164 C101318 C102210 C101353
S109533,S102441,0,W106264 W107254 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100778 C101164 C101318 C102210 C101353,W102432 W107254 W108370 W100323 W107970 W105604 W100806 W107835,C100800 C102221 C100114 C100590 C101445 C100895 C100889 C100778 C100807 C101263 C101585 C100408 C102153 C101164 C101318 C102210 C101353
S101198,S102441,1,W106264 W103197 W105887 W105604 W100806 W107835,C100800 C102221 C101694 C100889 C100778 C102153 C101164 C101318 C102210 C101353,W102432 W107254 W108370 W100323 W107970 W105604 W100806 W107835,C100800 C102221 C100114 C100590 C101445 C100895 C100889 C100778 C100807 C101263 C101585 C100408 C102153 C101164 C101318 C102210 C101353
S107021,S101388,0,W106264 W107537 W103734 W104096 W108598 W108643 W108643 W105604 W106264 W104416,C100800 C102221 C101445 C100895 C100889 C100394 C100148 C100368 C101295 C100889 C100394 C100646 C102058 C100646 C102058 C102153 C100800 C102221 C101350,W106264 W107254 W106425 W102887 W108557 W105604 W106264 W104416,C100800 C102221 C101445 C100895 C100889 C100778 C101834 C102058 C100930 C101585 C102226 C102153 C100800 C102221 C101350
S121234,S101388,1,W106264 W107254 W108277 W103803 W105604 W100806 W107835 W105754 W107332,C100800 C102221 C101445 C100895 C100889 C100778 C100845 C100845 C100845 C101436 C101173 C102153 C101164 C101318 C102210 C101353 C102296 C101330 C101330,W106264 W107254 W106425 W102887 W108557 W105604 W106264 W104416,C100800 C102221 C101445 C100895 C100889 C100778 C101834 C102058 C100930 C101585 C102226 C102153 C100800 C102221 C101350
S119588,S135063,0,W106264 W104753 W109189 W103546 W104806,C100800 C102221 C102216 C101202 C100026 C100376 C101642 C101318 C100882 C100915,W103336 W105545 W100806 W107363 W105204,C100800 C102221 C100379 C100463 C101615 C101670 C101164 C101318 C100599 C101440 C101541
S128880,S135063,0,W107312 W109498 W103336 W105754 W104989 W104515 W100806 W107363 W105204,C101841 C101317 C100865 C101101 C101661 C100800 C102221 C100379 C100463 C102296 C100263 C100952 C101843 C101164 C101318 C100599 C101440 C101541,W103336 W105545 W100806 W107363 W105204,C100800 C102221 C100379 C100463 C101615 C101670 C101164 C101318 C100599 C101440 C101541
S115306,S117338,1,W101778 W103825 W102432 W101647 W108405 W105604 W108415,C100384 C101707 C101794 C100731 C100800 C102221 C100114 C100590 C101856 C101938 C100368 C100291 C100368 C101470 C101574 C101387 C101970 C101694 C101231 C102153 C101196 C102210 C101353,W101778 W103825 W102432 W101647 W103109 W100058 W109079 W101749 W104121 W104806,C100384 C101707 C101794 C100731 C100800 C102221 C100114 C100590 C101856 C101938 C100368 C100291 C100368 C101470 C100452 C101970 C100845 C100845 C101981 C100213 C101318 C100882 C100915
S115306,S103657,0,W101778 W103825 W102432 W101647 W108405 W105604 W108415,C100384 C101707 C101794 C100731 C100800 C102221 C100114 C100590 C101856 C101938 C100368 C100291 C100368 C101470 C101574 C101387 C101970 C101694 C101231 C102153 C101196 C102210 C101353,W108986 W103830 W108486 W105604 W100806 W107835,C100800 C100337 C102221 C102118 C100114 C100590 C100368 C101470 C101574 C101970 C101970 C101694 C100845 C100652 C102153 C101164 C101318 C102210 C101353
S130277,S100395,1,W103948 W103004 W100914 W105754 W103163 W101069 W103004 W108904 W109026 W105754 W108280 W100806 W101351 W104975 W104192 W104416 W105754 W107332 W108524,C101176 C101357 C101379 C101351 C100376 C101061 C101618 C102296 C101867 C100900 C101379 C101351 C100693 C100114 C102296 C100586 C101164 C101318 C100233 C101917 C101496 C100521 C101005 C101350 C102296 C101330 C101330 C102139 C101317,W107914 W103948 W104182 W100914,C101714 C101660 C101176 C101357 C101351 C100882 C100376 C101061 C101618
S119730,S112899,0,W100914 W106315 W100323 W105739 W105754 W108915 W101405 W106245 W100267 W105754 W108280 W100294 W107498 W100124 W104416 W106503 W101281 W107498 W100124 W100470 W105513 W104806 W104975 W104416,C100376 C101061 C101618 C101975 C100777 C101263 C101608 C101295 C100114 C102296 C101677 C100898 C102119 C100477 C100439 C101985 C100310 C102296 C100586 C101656 C101399 C100313 C101556 C101154 C101350 C102239 C101341 C100332 C100313 C101556 C101154 C101277 C100586 C100771 C101153 C100882 C100915 C101917 C101496 C101350,W100914 W108553 W109194 W100496 W104325 W104416 W105754 W106628 W106368 W100323 W104975 W100968,C100376 C101061 C101618 C100480 C101629 C100766 C101399 C101449 C101340 C101628 C100087 C101350 C102296 C100586 C101800 C100586 C100572 C100882 C101263 C101917 C101496 C101635
S100289,S112899,1,W100914 W109194 W100496 W104325 W104416 W106503 W100022 W102493 W102022 W101351 W106503 W106172,C100376 C101061 C101618 C100766 C101399 C101449 C101340 C101628 C100087 C101350 C102239 C100541 C101661 C100087 C101033 C101173 C100233 C102239 C101330,W100914 W108553 W109194 W100496 W104325 W104416 W105754 W106628 W106368 W100323 W104975 W100968,C100376 C101061 C101618 C100480 C101629 C100766 C101399 C101449 C101340 C101628 C100087 C101350 C102296 C100586 C101800 C100586 C100572 C100882 C101263 C101917 C101496 C101635
S110024,S112899,0,W101206 W105754 W102817 W100914 W106315 W100323 W108594 W103546 W104806 W106503,C101786 C100233 C102296 C102244 C100269 C100376 C101061 C101618 C101975 C100777 C101263 C102125 C101985 C101061 C101642 C101318 C100882 C100915 C102239,W100914 W108553 W109194 W100496 W104325 W104416 W105754 W106628 W106368 W100323 W104975 W100968,C100376 C101061 C101618 C100480 C101629 C100766 C101399 C101449 C101340 C101628 C100087 C101350 C102296 C100586 C101800 C100586 C100572 C100882 C101263 C101917 C101496 C101635
S119730,S122540,1,W100914 W106315 W100323 W105739 W105754 W108915 W101405 W106245 W100267 W105754 W108280 W100294 W107498 W100124 W104416 W106503 W101281 W107498 W100124 W100470 W105513 W104806 W104975 W104416,C100376 C101061 C101618 C101975 C100777 C101263 C101608 C101295 C100114 C102296 C101677 C100898 C102119 C100477 C100439 C101985 C100310 C102296 C100586 C101656 C101399 C100313 C101556 C101154 C101350 C102239 C101341 C100332 C100313 C101556 C101154 C101277 C100586 C100771 C101153 C100882 C100915 C101917 C101496 C101350,W100778 W100548 W105754 W100914 W105754 W102817 W102193 W107498 W108109 W100124 W100404 W104416 W106503 W106427 W108280 W101741 W109189 W106503,C101867 C101915 C101061 C100291 C100376 C102296 C100376 C101061 C101618 C102296 C102244 C100269 C102226 C100313 C101295 C100409 C101556 C101154 C100591 C101477 C101350 C102239 C101553 C100682 C100586 C100993 C100376 C102239
S127496,S104741,1,W109300 W100914 W101478 W105739 W101950 W104806 W104877 W104416 W103734,C101295 C100322 C102118 C100376 C101061 C101618 C101613 C101608 C101295 C100114 C100882 C100915 C100708 C100882 C100915 C101031 C101350 C100148,W109300 W100548 W100914 W103546 W104806,C101295 C100322 C102118 C101061 C100291 C100376 C100376 C101061 C101618 C101642 C101318 C100882 C100915
S127019,S104741,0,W103948 W104806 W100914 W106315 W100323 W108968 W106503 W100492,C101176 C101357 C100882 C100915 C100376 C101061 C101618 C101975 C100777 C101263 C101056 C101880 C102147 C102239 C100898,W109300 W100548 W100914 W103546 W104806,C101295 C100322 C102118 C101061 C100291 C100376 C100376 C101061 C101618 C101642 C101318 C100882 C100915
S127496,S119311,0,W109300 W100914 W101478 W105739 W101950 W104806 W104877 W104416 W103734,C101295 C100322 C102118 C100376 C101061 C101618 C101613 C101608 C101295 C100114 C100882 C100915 C100708 C100882 C100915 C101031 C101350 C100148,W101801 W106101 W100914 W104740,C100631 C101061 C100707 C100376 C101061 C101618 C101642 C101318 C100887
S121288,S122148,1,W109012 W103231 W108484 W105373 W108280 W106264 W104416,C100800 C102221 C100480 C101629 C101317 C100527 C100678 C101833 C100586 C100800 C102221 C101350,W100576 W103231 W100323 W108484 W104037 W102887 W105604 W104918 W106934 W104121,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C101317 C101263 C100527 C100678 C102174 C101794 C100930 C102153 C100114 C100590 C100995 C102116 C101629 C101318
S110742,S122148,0,W109404 W108376 W106755 W106441,C101579 C102058 C100800 C102221 C101585 C101200 C100882 C100233 C101324,W100576 W103231 W100323 W108484 W104037 W102887 W105604 W104918 W106934 W104121,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C101317 C101263 C100527 C100678 C102174 C101794 C100930 C102153 C100114 C100590 C100995 C102116 C101629 C101318
S100300,S127303,1,W107170 W103948 W104806 W108940 W101351 W104456 W106503,C100291 C101643 C100114 C101176 C101357 C100882 C100915 C100060 C101925 C100233 C100479 C102239,W103546 W104806 W107170 W104456 W106503,C101642 C101318 C100882 C100915 C100291 C101643 C100114 C100479 C102239
S113382,S116562,1,W107170 W100323 W108008 W104806,C100291 C101643 C100114 C101263 C100909 C100344 C100882 C100915,W108008 W105574 W104806 W107170,C100909 C100344 C101848 C101379 C100882 C100915 C100291 C101643 C100114
S131439,S133902,1,W104806 W100053 W102167 W100323 W102493,C100882 C100915 C101295 C100322 C100438 C101061 C101615 C100233 C101263 C100087,W104806 W100053 W100971 W109527 W100289 W108280 W100806 W100259 W104416,C100882 C100915 C101295 C100322 C100438 C101061 C100252 C101295 C100322 C102169 C100417 C100586 C101164 C101318 C100147 C101033 C100087 C101350
S107784,S132033,1,W103273 W103546 W104806 W107948 W106503,C101802 C102058 C101556 C101021 C102305 C102118 C101642 C101318 C100882 C100915 C102163 C102239,W103163 W105604 W106124 W105569 W104066 W103546 W107395,C101867 C102153 C101802 C101265 C100339 C101556 C102305 C102118 C101642 C101318 C100882
S118376,S119541,1,W106264 W101803 W103948 W104806,C100800 C102221 C102253 C101192 C101340 C101176 C101357 C100882 C100915,W109057 W108719 W105754 W109130 W101803 W103948 W104806,C100778 C100800 C102221 C100506 C102242 C100646 C102296 C100266 C102253 C101192 C101340 C101176 C101357 C100882 C100915
S118772,S119541,0,W106264 W105684 W101334 W105754 W106470 W106725 W100719,C100800 C102221 C100506 C100170 C102242 C100646 C102296 C102213 C101615 C100602 C100882 C100915 C101917 C100885,W109057 W108719 W105754 W109130 W101803 W103948 W104806,C100778 C100800 C102221 C100506 C102242 C100646 C102296 C100266 C102253 C101192 C101340 C101176 C101357 C100882 C100915
S128523,S104233,0,W104894 W101304 W109120 W103016 W104925 W109194 W105785 W106503,C101574 C100337 C100291 C101643 C100114 C101985 C100266 C100541 C100096 C101999 C101046 C100599 C100766 C101399 C100487 C102002 C100882 C100915 C102239,W107359 W100806 W107363 W109194 W105785 W106503,C101231 C100337 C100291 C101643 C100114 C101164 C101318 C100599 C101440 C100766 C101399 C100487 C102002 C100882 C100915 C102239
S108535,S104233,1,W107359 W100548 W109194 W100111 W104416 W106503,C101231 C100337 C100291 C101643 C100114 C101061 C100291 C100376 C100766 C101399 C100487 C102002 C101350 C102239,W107359 W100806 W107363 W109194 W105785 W106503,C101231 C100337 C100291 C101643 C100114 C101164 C101318 C100599 C101440 C100766 C101399 C100487 C102002 C100882 C100915 C102239
S128523,S114699,1,W104894 W101304 W109120 W103016 W104925 W109194 W105785 W106503,C101574 C100337 C100291 C101643 C100114 C101985 C100266 C100541 C100096 C101999 C101046 C100599 C100766 C101399 C100487 C102002 C100882 C100915 C102239,W104894 W103953 W105785 W104416,C101574 C100337 C100291 C101643 C100114 C101656 C100056 C100487 C102002 C100882 C100915 C101350
S104109,S114699,0,W107170 W104907 W100111 W104416,C100291 C101643 C100114 C100766 C100487 C102002 C101350,W104894 W103953 W105785 W104416,C101574 C100337 C100291 C101643 C100114 C101656 C100056 C100487 C102002 C100882 C100915 C101350
S132633,S118151,1,W105981 W105637 W108212 W108376 W104056 W104416,C100729 C101251 C102282 C100890 C100611 C101985 C101061 C100882 C100083 C101807 C101585 C101200 C100589 C100425 C101350,W108297 W108828 W108212 W108376 W105401 W104056 W104416,C102125 C101985 C101061 C100591 C101477 C102253 C101192 C101807 C101585 C101200 C100779 C101567 C100589 C100425 C101350
S116652,S100194,1,W105090 W104740,C102125 C100064 C100417 C101642 C101318 C100887,W100102 W107230 W102818 W107230 W105090 W100323 W103948 W104806 W105754 W108280,C101295 C102028 C102282 C102118 C101804 C100175 C102125 C101804 C100175 C102125 C100064 C100417 C101263 C101176 C101357 C100882 C100915 C102296 C100586
S116652,S109592,1,W105090 W104740,C102125 C100064 C100417 C101642 C101318 C100887,W107878 W104740,C102125 C101061 C100064 C101642 C101318 C100887
S105391,S109592,1,W100323 W100091 W100914 W107878 W104740,C101263 C100332 C100376 C101061 C101618 C102125 C101061 C100064 C101642 C101318 C100887,W107878 W104740,C102125 C101061 C100064 C101642 C101318 C100887
S129708,S109592,0,W107878 W100748 W102103 W106988 W104740,C102125 C101061 C100064 C101807 C101466 C102147 C101100 C100954 C101642 C101318 C100887,W107878 W104740,C102125 C101061 C100064 C101642 C101318 C100887
S129766,S121709,0,W105664 W109077 W100091 W109413 W100962 W109284 W105620 W102934,C101649 C101737 C101317 C101806 C100332 C101802 C102058 C100800 C102221 C102226 C100381 C100836 C101806 C101811 C100714 C100587 C101209 C101889,W107982 W104768 W109077 W100091 W109413 W102193 W104454,C100125 C101234 C101861 C101806 C100332 C101802 C102058 C100800 C102221 C102226 C101205 C100993 C100491
S129766,S107396,1,W105664 W109077 W100091 W109413 W100962 W109284 W105620 W102934,C101649 C101737 C101317 C101806 C100332 C101802 C102058 C100800 C102221 C102226 C100381 C100836 C101806 C101811 C100714 C100587 C101209 C101889,W101183 W102432 W100714 W104806,C101802 C102058 C100800 C102221 C100114 C100590 C101642 C100710 C100882 C100915
S100700,S103141,0,W107891 W107739 W108915 W108106 W105204 W100291 W103336 W105754 W108376 W101396 W104806 W106668 W102493 W104416,C101867 C101321 C100170 C100527 C101677 C100898 C100607 C101541 C100537 C100800 C102221 C100379 C100463 C102296 C101585 C101200 C101705 C100882 C100915 C101658 C100152 C101263 C100087 C101350,W107891 W101731 W108106 W105204 W100291 W103336 W105754 W104992 W104740 W104456,C101867 C101321 C100170 C100903 C100903 C100607 C101541 C100537 C100800 C102221 C100379 C100463 C102296 C101276 C102134 C100678 C101642 C101318 C100887 C100479
S122308,S103141,0,W104806 W106264 W109026 W102456 W102897 W109194 W104309,C100882 C100915 C100800 C102221 C100114 C102174 C101020 C100915 C101788 C100766 C101399 C100993 C101719 C101562,W107891 W101731 W108106 W105204 W100291 W103336 W105754 W104992 W104740 W104456,C101867 C101321 C100170 C100903 C100903 C100607 C101541 C100537 C100800 C102221 C100379 C100463 C102296 C101276 C102134 C100678 C101642 C101318 C100887 C100479
S113561,S103141,1,W109498 W102260 W101328 W109077 W106264 W104416,C101101 C101661 C100379 C100463 C101277 C101833 C101806 C100800 C102221 C101350,W107891 W101731 W108106 W105204 W100291 W103336 W105754 W104992 W104740 W104456,C101867 C101321 C100170 C100903 C100903 C100607 C101541 C100537 C100800 C102221 C100379 C100463 C102296 C101276 C102134 C100678 C101642 C101318 C100887 C100479
S117966,S130766,1,W106264 W107254 W102398 W106462 W105604 W103202,C100800 C102221 C101445 C100895 C100889 C100778 C101606 C101568 C102153 C101642 C101318 C100468 C100712,W106264 W107254 W106425 W105754 W106264 W107537 W106425 W105604 W108415,C100800 C102221 C101445 C100895 C100889 C100778 C101834 C102058 C102296 C100800 C102221 C101445 C100895 C100889 C100394 C101834 C102058 C102153 C101196 C102210 C101353
S107949,S130766,0,W106264 W107254 W100971 W107537 W105604 W102456 W107835 W104416,C100800 C102221 C101445 C100895 C100889 C100778 C100252 C101445 C100895 C100889 C100394 C102153 C102174 C101020 C102210 C101353 C101350,W106264 W107254 W106425 W105754 W106264 W107537 W106425 W105604 W108415,C100800 C102221 C101445 C100895 C100889 C100778 C101834 C102058 C102296 C100800 C102221 C101445 C100895 C100889 C100394 C101834 C102058 C102153 C101196 C102210 C101353
S112437,S133727,1,W103163 W100323 W107170 W108587 W108956 W100100 W108376 W106015 W104416 W106503,C101867 C101263 C100291 C101643 C100114 C101285 C101816 C101071 C101071 C100639 C101585 C101200 C100313 C100591 C101477 C101350 C102239,W107170 W107660 W102193 W106015 W104416 W104156,C100291 C101643 C100114 C100114 C100637 C102226 C100313 C100591 C101477 C101350 C101424
S123460,S116942,1,W100714 W106525 W106892 W105587 W107230 W100323 W102172,C101642 C100710 C100210 C100249 C101683 C101295 C101168 C101804 C100175 C101263 C102105 C101862 C101663 C101460,W107129 W100100 W105265 W105587 W103546 W104806 W105754 W102627 W100773 W105754 W102103 W100298 W105754 W106526 W104534 W102172,C100454 C101859 C100639 C100271 C100637 C101295 C101168 C101642 C101318 C100882 C100915 C102296 C101061 C101618 C101529 C100393 C102296 C101100 C100964 C102296 C100687 C100890 C102105 C101862 C101663 C101460
S123460,S117840,0,W100714 W106525 W106892 W105587 W107230 W100323 W102172,C101642 C100710 C100210 C100249 C101683 C101295 C101168 C101804 C100175 C101263 C102105 C101862 C101663 C101460,W105587 W103624 W105739,C101295 C101168 C100952 C101125 C101608 C101295 C100114
S123460,S102730,0,W100714 W106525 W106892 W105587 W107230 W100323 W102172,C101642 C100710 C100210 C100249 C101683 C101295 C101168 C101804 C100175 C101263 C102105 C101862 C101663 C101460,W105587 W105604 W103546 W107230 W100323,C101295 C101168 C102153 C101642 C101318 C101804 C100175 C101263
S132690,S114388,1,W103948 W104806 W103275 W107170,C101176 C101357 C100882 C100915 C101011 C101340 C100291 C101643 C100114,W107170 W103275 W101818 W100806 W104806,C100291 C101643 C100114 C101011 C101340 C100919 C101164 C101318 C100882 C100915
S119878,S113939,1,W105204 W107008 W102260 W104309,C101541 C100800 C100337 C102221 C102118 C100379 C100463 C100993 C101719 C101562,W103285 W101469 W104309 W101844 W104456,C100800 C102221 C101425 C100379 C100118 C100812 C101736 C101843 C101399 C100993 C101719 C101562 C102174 C101556 C100479
S124511,S121177,0,W103426 W100914 W103546 W104806 W106503 W109079 W100714 W101101 W106503,C102242 C101125 C100376 C101061 C101618 C101642 C101318 C100882 C100915 C102239 C101981 C101642 C100710 C101613 C100087 C102239,W100914 W103546 W104806 W106503 W106503,C100376 C101061 C101618 C101642 C101318 C100882 C100915 C102239 C102239
S121831,S123283,0,W100914 W108553 W107913 W105373 W105637,C100376 C101061 C101618 C100480 C101629 C102153 C100381 C101833 C100882 C100083,W100914 W108553 W107913 W108376 W103706,C100376 C101061 C101618 C100480 C101629 C102153 C100381 C101585 C101200 C101439 C101061
S121831,S103547,1,W100914 W108553 W107913 W105373 W105637,C100376 C101061 C101618 C100480 C101629 C102153 C100381 C101833 C100882 C100083,W100914 W102193 W106368 W104416 W106503,C100376 C101061 C101618 C102226 C100572 C100882 C101350 C102239
S113543,S109839,1,W106099 W107913 W100829 W102432,C100347 C100752 C102153 C100381 C101234 C100296 C100800 C102221 C100114 C100590,W109012 W106099 W100962 W102468 W106285 W104768,C100800 C102221 C100480 C101629 C100347 C100752 C102226 C100381 C101016 C101198 C101091 C101436 C102282 C101234 C101861
S105902,S109839,0,W109012 W103948 W101133 W101894 W105185,C100800 C102221 C100480 C101629 C101176 C101357 C101309 C101198 C100394 C100477 C100305,W109012 W106099 W100962 W102468 W106285 W104768,C100800 C102221 C100480 C101629 C100347 C100752 C102226 C100381 C101016 C101198 C101091 C101436 C102282 C101234 C101861
S118224,S104057,1,W108280 W100914 W100971 W104640 W104740,C100586 C100376 C101061 C101618 C100252 C100376 C101643 C101470 C101061 C102147 C101642 C101318 C100887,W100914 W108414 W103269 W104640 W105754 W101478 W100806 W102493 W104806 W106503,C100376 C101061 C101618 C101036 C100262 C102052 C100376 C101643 C101470 C101061 C102147 C102296 C101613 C101164 C101318 C100087 C100882 C100915 C102239
S118224,S101730,0,W108280 W100914 W100971 W104640 W104740,C100586 C100376 C101061 C101618 C100252 C100376 C101643 C101470 C101061 C102147 C101642 C101318 C100887,W102184 W102193 W106315 W100914 W104416,C102125 C101061 C102305 C100825 C100849 C102226 C101975 C100777 C100376 C101061 C101618 C101350
S108985,S130377,1,W108719 W100323 W104806 W104975 W108280 W109120,C100800 C102221 C100506 C102242 C100646 C101263 C100882 C100915 C101917 C101496 C100586 C100541 C100096,W108719 W103786 W104975 W108280 W109120,C100800 C102221 C100506 C102242 C100646 C100099 C100915 C101917 C101496 C100586 C100541 C100096
S100367,S130377,0,W106264 W104806 W104975 W108280 W109120 W102022 W104035 W104456,C100800 C102221 C100882 C100915 C101917 C101496 C100586 C100541 C100096 C101033 C101173 C101642 C101318 C100710 C100479,W108719 W103786 W104975 W108280 W109120,C100800 C102221 C100506 C102242 C100646 C100099 C100915 C101917 C101496 C100586 C100541 C100096
S119674,S102205,0,W105739 W106315 W100323 W107613 W108581 W103546 W104806 W100971 W104973 W108410 W104456,C101608 C101295 C100114 C101975 C100777 C101263 C100890 C102077 C102208 C100964 C100919 C101981 C101642 C101318 C100882 C100915 C100252 C101791 C100393 C100583 C100774 C100479,W103113 W100323 W104806 W105754 W108196 W100971 W100870 W103567 W107913 W104064,C101295 C100797 C100262 C101263 C100882 C100915 C102296 C100205 C101033 C100133 C101295 C100859 C100252 C101608 C101295 C101729 C100252 C100859 C102153 C100381 C102174 C100710
S119674,S104205,1,W105739 W106315 W100323 W107613 W108581 W103546 W104806 W100971 W104973 W108410 W104456,C101608 C101295 C100114 C101975 C100777 C101263 C100890 C102077 C102208 C100964 C100919 C101981 C101642 C101318 C100882 C100915 C100252 C101791 C100393 C100583 C100774 C100479,W105739 W105754 W107481 W103546 W104806 W109194 W100111 W104121,C101608 C101295 C100114 C102296 C100025 C100964 C101642 C101318 C100882 C100915 C100766 C101399 C100487 C102002 C101318
S100647,S104205,1,W100053 W105604 W103202 W109194 W105785 W104416,C101295 C100322 C100438 C101061 C102153 C101642 C101318 C100468 C100712 C100766 C101399 C100487 C102002 C100882 C100915 C101350,W105739 W105754 W107481 W103546 W104806 W109194 W100111 W104121,C101608 C101295 C100114 C102296 C100025 C100964 C101642 C101318 C100882 C100915 C100766 C101399 C100487 C102002 C101318
S121524,S132255,1,W107170 W103948 W105604 W102167 W100323 W109063,C100291 C101643 C100114 C101176 C101357 C102153 C101615 C100233 C101263 C102097 C101870 C100731,W107170 W100323 W105079 W108581 W100714 W101289,C100291 C101643 C100114 C101263 C102097 C101870 C100919 C101981 C101642 C100710 C101043 C101043 C101043 C101043
S119089,S126690,1,W100139 W103672 W101909 W101396 W100806 W102493 W100714 W104806 W104456,C100586 C100599 C102121 C102020 C101295 C100444 C101705 C101164 C101318 C100087 C101642 C100710 C100882 C100915 C100479,W105739 W103672 W101396 W100806 W102493,C101608 C101295 C100114 C102121 C102020 C101705 C101164 C101318 C100087
S101416,S126690,0,W100053 W107673 W100323 W103487,C101295 C100322 C100438 C101061 C101740 C100175 C101263 C100778 C100577,W105739 W103672 W101396 W100806 W102493,C101608 C101295 C100114 C102121 C102020 C101705 C101164 C101318 C100087
S119089,S131848,0,W100139 W103672 W101909 W101396 W100806 W102493 W100714 W104806 W104456,C100586 C100599 C102121 C102020 C101295 C100444 C101705 C101164 C101318 C100087 C101642 C100710 C100882 C100915 C100479,W105739 W108581 W101396 W100806 W102493 W104456,C101608 C101295 C100114 C100919 C101981 C101705 C101164 C101318 C100087 C100479
S129599,S104452,0,W104777 W106315 W100323 W100914 W103948 W104806,C102037 C100214 C101975 C100777 C101263 C100376 C101061 C101618 C101176 C101357 C100882 C100915,W108280 W100914 W108376 W103220 W104416 W106503,C100586 C100376 C101061 C101618 C101585 C101200 C100513 C100924 C101350 C102239
S121354,S104452,0,W108280 W100914 W108376 W109500 W104416 W106503,C100586 C100376 C101061 C101618 C101585 C101200 C101317 C100783 C101350 C102239,W108280 W100914 W108376 W103220 W104416 W106503,C100586 C100376 C101061 C101618 C101585 C101200 C100513 C100924 C101350 C102239
S110870,S124186,0,W106124 W100323 W103275 W102841 W108280 W109120 W104156,C101802 C101265 C100339 C101263 C101011 C101340 C102147 C101609 C100586 C100541 C100096 C101424,W106124 W100323 W100885 W108280 W109120 W104156,C101802 C101265 C100339 C101263 C100114 C100577 C100586 C100541 C100096 C101424
S112087,S107633,1,W109453 W106124 W108581 W107498 W100806 W106245,C100480 C100586 C101802 C101265 C100339 C100919 C101981 C100313 C101164 C101318 C100477 C100439,W109034 W106978 W106978 W103686 W106978 W106978 W100323 W106978 W106978 W106245 W106978 W106978 W102896 W106978 W106978 W108280 W106978 W106978 W109120,C101802 C101265 C101459 C101459 C100339 C101459 C101459 C101263 C101459 C101459 C100477 C100439 C101459 C101459 C101699 C101839 C101459 C101459 C100586 C101459 C101459 C100541 C100096
S105201,S107633,0,W106124 W105373 W100782 W104360 W101142 W101408 W106503,C101802 C101265 C100339 C101833 C101324 C101833 C102291 C100339 C100029 C102226 C101168 C101429 C102239,W109034 W106978 W106978 W103686 W106978 W106978 W100323 W106978 W106978 W106245 W106978 W106978 W102896 W106978 W106978 W108280 W106978 W106978 W109120,C101802 C101265 C101459 C101459 C100339 C101459 C101459 C101263 C101459 C101459 C100477 C100439 C101459 C101459 C101699 C101839 C101459 C101459 C100586 C101459 C101459 C100541 C100096
S101743,S122697,1,W105563 W107660 W100714 W108195,C100611 C102158 C102058 C102125 C101039 C100417 C100114 C100637 C101642 C100710 C101351 C100583,W105563 W100323 W102841 W108280 W109120 W106503,C100611 C102158 C102058 C102125 C101039 C100417 C101263 C102147 C101609 C100586 C100541 C100096 C102239
S112743,S113372,1,W100914 W103948 W101581 W101101,C100376 C101061 C101618 C101176 C101357 C100067 C102180 C101613 C100087,W100914 W101581 W101101 W101546,C100376 C101061 C101618 C100067 C102180 C101613 C100087 C100915 C101496
S100002,S102122,0,W108463 W103948 W107108 W105043 W109529 W106089 W101381 W106503,C100291 C101643 C100114 C100637 C101176 C101357 C100572 C100705 C101061 C100291 C101593 C100878 C100404 C102194 C101380 C101613 C100731 C102239,W108463 W103948 W105763 W106089,C100291 C101643 C100114 C100637 C101176 C101357 C101837 C100817 C100404 C102194 C101380
S109670,S102592,1,W107170 W108376 W101396 W105295 W104416,C100291 C101643 C100114 C101585 C101200 C101705 C101470 C100306 C101350,W108463 W108497 W106320 W105295 W104416,C100291 C101643 C100114 C100637 C102085 C102180 C100589 C101470 C100306 C101350
S109731,S120902,1,W106264 W107254 W107162 W105604 W100806 W107835 W107948,C100800 C102221 C101445 C100895 C100889 C100778 C100962 C100874 C101452 C101323 C100564 C101574 C101574 C102153 C101164 C101318 C102210 C101353 C102163,W106264 W107254 W108643 W105754 W106264 W103197 W108598 W106522 W105604 W100806 W100926,C100800 C102221 C101445 C100895 C100889 C100778 C100646 C102058 C102296 C100800 C102221 C101694 C100889 C100394 C101135 C100646 C102058 C102153 C101164 C101318 C101609 C101046
